DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"124919","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"125073","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"127051","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"127051","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","9/10/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Program submitted a teach out plan that is in compliance with agency's policies",""
"127307","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"127583","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Degree","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122597","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122825","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"122843","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Degree","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"123341","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121354","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"121859","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119243","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"119580","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"114080","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"114558","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"116077","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"118790","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"118824","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","2/12/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"113148","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"112932","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"113245","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Other","12/10/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"112923","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"112163","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"112163","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Degree","11/12/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"110079","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Other","6/11/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"111470","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"101815","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"101037","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"100034","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"103006","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"103079","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/26/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"106245","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","2","Renewal of Accreditation","7/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"107734","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","7/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"108755","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Grant Substantive Change: Degree","2/12/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"109484","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","24","Dietetics (DIETI) - Dietetic Internship","1","Renewal of Accreditation","1/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"108524","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","123","Dietetics (DIETT) - Dietetic Technician Program","1","Probation or Equivalent or a More Severe Status: Probation","7/27/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"105206","27","Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics","123","Dietetics (DIETT) - Dietetic Technician Program","1","Renewal of Accreditation","7/27/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
